Name,Type,Minimum,Maximum,Length,Direction,Transferred From
,start,"32,134","32,134",1,forward,M01342:73:000000000-AAFA1:1:2112:20226:14863 1:N:0:2
,start,"32,136","32,136",1,forward,M01342:73:000000000-AAFA1:1:2110:18633:17033 1:N:0:2 (reversed)
,start,"32,137","32,137",1,forward,M01342:73:000000000-AAFA1:1:2101:21386:15389 1:N:0:2 (reversed)
,start,"32,138","32,138",1,reverse,M01342:73:000000000-AAFA1:1:1108:3098:14980 1:N:0:2
,start,"32,138","32,138",1,forward,M01342:73:000000000-AAFA1:1:1114:25448:15424 1:N:0:2 (reversed)
,start,"32,141","32,141",1,reverse,"M01342:73:000000000-AAFA1:1:1113:24366:8721 1:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:2109:5368:20743 1:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:2114:26731:9190 1:N:0:2"
,start,"32,146","32,146",1,reverse,M01342:73:000000000-AAFA1:1:2104:4151:11040 1:N:0:2
,start,"32,155","32,155",1,forward,"M01342:73:000000000-AAFA1:1:2106:24755:23458 2:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:2113:25630:16175 1:N:0:2"
,start,"32,156","32,156",1,forward,M01342:73:000000000-AAFA1:1:2107:3930:20134 1:N:0:2 (reversed)
,start,"32,159","32,159",1,reverse,"M01342:73:000000000-AAFA1:1:1101:16064:9421 1:N:0:2, M01342:73:000000000-AAFA1:1:1101:26787:9205 2:N:0:2 (reversed)"
,start,"32,160","32,160",1,forward,"M01342:73:000000000-AAFA1:1:1105:16391:20493 1:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:1111:20953:18195 1:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:2109:8402:5500 2:N:0:2 (reversed)"
,start,"32,168","32,168",1,reverse,M01342:73:000000000-AAFA1:1:2114:10310:14513 2:N:0:2
,start,"32,168","32,168",1,forward,M01342:73:000000000-AAFA1:1:2104:20943:24650 2:N:0:2 (reversed)
,start,"32,176","32,176",1,forward,M01342:73:000000000-AAFA1:1:1111:21763:19425 1:N:0:2 (reversed)
,start,"32,177","32,177",1,forward,M01342:73:000000000-AAFA1:1:1113:22772:19973 2:N:0:2 (reversed)
,start,"32,179","32,179",1,forward,M01342:73:000000000-AAFA1:1:1112:10192:4930 2:N:0:2 (reversed)
,start,"32,185","32,185",1,reverse,M01342:73:000000000-AAFA1:1:1101:22593:9450 1:N:0:2
,start,"32,186","32,186",1,forward,"M01342:73:000000000-AAFA1:1:1108:24129:8318 1:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:1109:20574:18851 1:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:2114:22352:20448 2:N:0:2"
,start,"32,189","32,189",1,forward,M01342:73:000000000-AAFA1:1:2106:11617:20293 1:N:0:2 (reversed)
,start,"32,190","32,190",1,reverse,"M01342:73:000000000-AAFA1:1:1108:18651:7508 1:N:0:2, M01342:73:000000000-AAFA1:1:2104:6548:5120 1:N:0:2"
,start,"32,193","32,193",1,reverse,M01342:73:000000000-AAFA1:1:1113:3560:21023 1:N:0:2
,start,"32,193","32,193",1,forward,M01342:73:000000000-AAFA1:1:2101:26296:9267 1:N:0:2
,start,"32,194","32,194",1,reverse,M01342:73:000000000-AAFA1:1:1103:4776:16382 1:N:0:2
,start,"32,199","32,199",1,forward,M01342:73:000000000-AAFA1:1:1103:5287:9760 2:N:0:2 (reversed)
,start,"32,206","32,206",1,reverse,M01342:73:000000000-AAFA1:1:2109:26934:12003 2:N:0:2
,start,"32,211","32,211",1,reverse,M01342:73:000000000-AAFA1:1:2110:7039:7888 2:N:0:2 (reversed)
,start,"32,212","32,212",1,reverse,M01342:73:000000000-AAFA1:1:1114:18700:25740 2:N:0:2
,start,"32,216","32,216",1,forward,"M01342:73:000000000-AAFA1:1:1111:10750:22977 2:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:2108:17168:20115 2:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:2109:11087:19958 1:N:0:2, M01342:73:000000000-AAFA1:1:2110:29558:13595 1:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:2114:15760:4710 2:N:0:2 (reversed)"
,start,"32,228","32,228",1,forward,M01342:73:000000000-AAFA1:1:1112:19459:14222 1:N:0:2 (reversed)
,start,"32,229","32,229",1,reverse,M01342:73:000000000-AAFA1:1:2101:6160:13313 1:N:0:2
,start,"32,229","32,229",1,forward,M01342:73:000000000-AAFA1:1:2103:14896:16532 2:N:0:2 (reversed)
,start,"32,233","32,233",1,forward,"M01342:73:000000000-AAFA1:1:1112:21451:10072 1:N:0:2, M01342:73:000000000-AAFA1:1:1112:21708:9171 2:N:0:2 (reversed)"
,start,"32,235","32,235",1,forward,M01342:73:000000000-AAFA1:1:1108:28709:13701 2:N:0:2 (reversed)
,start,"32,238","32,238",1,forward,M01342:73:000000000-AAFA1:1:1111:16113:5953 1:N:0:2
,start,"32,241","32,241",1,forward,"M01342:73:000000000-AAFA1:1:1112:8845:10878 2:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:2110:25824:13882 2:N:0:2 (reversed)"
,start,"32,242","32,242",1,reverse,M01342:73:000000000-AAFA1:1:2108:7779:25465 2:N:0:2
,start,"32,242","32,242",1,forward,M01342:73:000000000-AAFA1:1:2110:14526:26290 2:N:0:2 (reversed)
,start,"32,245","32,245",1,reverse,M01342:73:000000000-AAFA1:1:2111:15969:2772 2:N:0:2
,start,"32,246","32,246",1,forward,"M01342:73:000000000-AAFA1:1:1114:19012:15537 1:N:0:2, M01342:73:000000000-AAFA1:1:2110:12487:17554 2:N:0:2 (reversed)"
,start,"32,247","32,247",1,reverse,M01342:73:000000000-AAFA1:1:2108:20898:4157 2:N:0:2
,start,"32,247","32,247",1,forward,"M01342:73:000000000-AAFA1:1:1113:6884:5346 1:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:2110:4020:22571 1:N:0:2"
,start,"32,248","32,248",1,reverse,M01342:73:000000000-AAFA1:1:2113:3831:16447 1:N:0:2
,start,"32,250","32,250",1,forward,"M01342:73:000000000-AAFA1:1:1101:13178:18694 1:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:1110:12262:28083 1:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:2109:5731:21933 1:N:0:2 (reversed)"
,start,"32,255","32,255",1,reverse,M01342:73:000000000-AAFA1:1:1112:22082:16105 2:N:0:2 (reversed)
,start,"32,255","32,255",1,forward,M01342:73:000000000-AAFA1:1:1106:19623:6151 2:N:0:2
,start,"32,256","32,256",1,forward,M01342:73:000000000-AAFA1:1:1110:17780:8878 1:N:0:2 (reversed)
,start,"32,258","32,258",1,forward,M01342:73:000000000-AAFA1:1:2113:23996:6543 2:N:0:2
,start,"32,259","32,259",1,forward,M01342:73:000000000-AAFA1:1:2109:26559:9982 1:N:0:2 (reversed)
,start,"32,268","32,268",1,forward,M01342:73:000000000-AAFA1:1:2113:22902:13366 1:N:0:2 (reversed)
,start,"32,270","32,270",1,reverse,M01342:73:000000000-AAFA1:1:1114:20090:22831 2:N:0:2
,start,"32,272","32,272",1,forward,M01342:73:000000000-AAFA1:1:2114:24951:12735 2:N:0:2 (reversed)
,start,"32,279","32,279",1,forward,"M01342:73:000000000-AAFA1:1:1102:22026:18704 1:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:1108:5542:13066 2:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:2106:16597:8937 1:N:0:2"
,start,"32,283","32,283",1,reverse,"M01342:73:000000000-AAFA1:1:2103:26482:16572 2:N:0:2, M01342:73:000000000-AAFA1:1:2104:17993:5380 1:N:0:2"
,start,"32,291","32,291",1,forward,M01342:73:000000000-AAFA1:1:1109:4269:16629 1:N:0:2
,start,"32,295","32,295",1,forward,M01342:73:000000000-AAFA1:1:2110:15844:6747 1:N:0:2 (reversed)
,start,"32,296","32,296",1,forward,"M01342:73:000000000-AAFA1:1:1114:14312:8615 1:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:2103:4117:19523 2:N:0:2, M01342:73:000000000-AAFA1:1:2108:17502:9381 1:N:0:2 (reversed)"
,start,"32,299","32,299",1,forward,M01342:73:000000000-AAFA1:1:2105:20263:3212 1:N:0:2
,start,"32,300","32,300",1,forward,M01342:73:000000000-AAFA1:1:1107:18335:20224 2:N:0:2 (reversed)
,start,"32,305","32,305",1,forward,M01342:73:000000000-AAFA1:1:1109:10007:25377 2:N:0:2 (reversed)
,start,"32,308","32,308",1,forward,"M01342:73:000000000-AAFA1:1:1112:16358:24480 1:N:0:2, M01342:73:000000000-AAFA1:1:1113:18194:2155 1:N:0:2 (reversed)"
,start,"32,311","32,311",1,reverse,M01342:73:000000000-AAFA1:1:1111:17898:23116 1:N:0:2 (reversed)
,start,"32,317","32,317",1,reverse,M01342:73:000000000-AAFA1:1:1105:19958:2462 2:N:0:2
,start,"32,318","32,318",1,reverse,M01342:73:000000000-AAFA1:1:2107:22038:10221 2:N:0:2 (reversed)
,start,"32,320","32,320",1,reverse,M01342:73:000000000-AAFA1:1:1113:16474:14233 2:N:0:2
,start,"32,323","32,323",1,reverse,M01342:73:000000000-AAFA1:1:2106:3725:17552 2:N:0:2
,start,"32,330","32,330",1,forward,M01342:73:000000000-AAFA1:1:1111:25152:19738 1:N:0:2 (reversed)
,start,"32,332","32,332",1,forward,"M01342:73:000000000-AAFA1:1:1101:8864:8494 1:N:0:2, M01342:73:000000000-AAFA1:1:1103:15786:25045 2:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:2108:22830:19627 2:N:0:2 (reversed)"
,start,"32,335","32,335",1,forward,M01342:73:000000000-AAFA1:1:2114:7788:6946 1:N:0:2
,start,"32,336","32,336",1,forward,M01342:73:000000000-AAFA1:1:1107:22884:25172 2:N:0:2 (reversed)
,start,"32,341","32,341",1,reverse,M01342:73:000000000-AAFA1:1:1104:25178:11657 2:N:0:2
,start,"32,344","32,344",1,forward,M01342:73:000000000-AAFA1:1:1114:29449:13272 1:N:0:2 (reversed)
,start,"32,345","32,345",1,forward,"M01342:73:000000000-AAFA1:1:1105:9774:13262 2:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:2101:13912:10967 1:N:0:2, M01342:73:000000000-AAFA1:1:2113:3853:12332 2:N:0:2, M01342:73:000000000-AAFA1:1:2114:29239:15083 2:N:0:2 (reversed)"
,start,"32,348","32,348",1,reverse,M01342:73:000000000-AAFA1:1:2108:3296:19510 2:N:0:2
,start,"32,349","32,349",1,reverse,"M01342:73:000000000-AAFA1:1:1112:7811:20609 2:N:0:2, M01342:73:000000000-AAFA1:1:2114:17725:7700 2:N:0:2 (reversed)"
,start,"32,349","32,349",1,forward,M01342:73:000000000-AAFA1:1:1111:26742:22127 1:N:0:2 (reversed)
,start,"32,353","32,353",1,reverse,"M01342:73:000000000-AAFA1:1:1108:15114:5594 1:N:0:2, M01342:73:000000000-AAFA1:1:2113:25066:9365 1:N:0:2"
,start,"32,354","32,354",1,forward,M01342:73:000000000-AAFA1:1:2108:15026:12518 2:N:0:2
,start,"32,355","32,355",1,forward,"M01342:73:000000000-AAFA1:1:1108:14789:11816 1:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:1111:26766:15949 1:N:0:2 (reversed)"
,start,"32,358","32,358",1,forward,M01342:73:000000000-AAFA1:1:2108:16892:22259 1:N:0:2
,start,"32,362","32,362",1,forward,M01342:73:000000000-AAFA1:1:2111:19344:28148 1:N:0:2
,start,"32,364","32,364",1,forward,M01342:73:000000000-AAFA1:1:1103:21248:4334 1:N:0:2 (reversed)
,start,"32,369","32,369",1,forward,M01342:73:000000000-AAFA1:1:2101:4728:14168 2:N:0:2 (reversed)
,start,"32,371","32,371",1,reverse,M01342:73:000000000-AAFA1:1:2103:6566:22205 2:N:0:2
,start,"32,375","32,375",1,reverse,M01342:73:000000000-AAFA1:1:1110:15720:19684 1:N:0:2
,start,"32,378","32,378",1,forward,M01342:73:000000000-AAFA1:1:1109:9298:13972 1:N:0:2
,start,"32,380","32,380",1,forward,M01342:73:000000000-AAFA1:1:1101:23437:25885 2:N:0:2
,start,"32,383","32,383",1,forward,M01342:73:000000000-AAFA1:1:1104:6747:25809 2:N:0:2 (reversed)
,start,"32,388","32,388",1,forward,"M01342:73:000000000-AAFA1:1:1110:5235:23112 2:N:0:2, M01342:73:000000000-AAFA1:1:2107:20763:22792 1:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:2110:6972:5543 1:N:0:2"
,start,"32,392","32,392",1,forward,M01342:73:000000000-AAFA1:1:1103:13568:18423 1:N:0:2 (reversed)
,start,"32,393","32,393",1,forward,"M01342:73:000000000-AAFA1:1:1106:17783:2297 2:N:0:2, M01342:73:000000000-AAFA1:1:2111:23369:4119 1:N:0:2"
,start,"32,394","32,394",1,reverse,M01342:73:000000000-AAFA1:1:2107:12755:19431 2:N:0:2 (reversed)
,start,"32,394","32,394",1,forward,"M01342:73:000000000-AAFA1:1:1111:7918:20509 2:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:2111:8743:12513 2:N:0:2"
,start,"32,396","32,396",1,forward,M01342:73:000000000-AAFA1:1:2108:9215:20483 2:N:0:2
,start,"32,397","32,397",1,reverse,"M01342:73:000000000-AAFA1:1:1108:16373:19559 1:N:0:2, M01342:73:000000000-AAFA1:1:1111:8349:21673 2:N:0:2"
,start,"32,398","32,398",1,reverse,M01342:73:000000000-AAFA1:1:2104:14310:24332 2:N:0:2
,start,"32,398","32,398",1,forward,M01342:73:000000000-AAFA1:1:2114:9698:7095 1:N:0:2 (reversed)
,start,"32,404","32,404",1,forward,M01342:73:000000000-AAFA1:1:1111:7109:17491 1:N:0:2
,start,"32,406","32,406",1,forward,M01342:73:000000000-AAFA1:1:1106:5631:19151 1:N:0:2
,start,"32,412","32,412",1,forward,M01342:73:000000000-AAFA1:1:1107:23709:10290 1:N:0:2 (reversed)
,start,"32,416","32,416",1,reverse,M01342:73:000000000-AAFA1:1:2106:25138:9958 1:N:0:2
,start,"32,417","32,417",1,forward,"M01342:73:000000000-AAFA1:1:1101:20425:22825 1:N:0:2, M01342:73:000000000-AAFA1:1:2103:24553:5224 1:N:0:2"
,start,"32,419","32,419",1,forward,M01342:73:000000000-AAFA1:1:2103:12127:13887 1:N:0:2
,start,"32,424","32,424",1,forward,M01342:73:000000000-AAFA1:1:1109:3162:13602 2:N:0:2 (reversed)
,start,"32,434","32,434",1,forward,"M01342:73:000000000-AAFA1:1:1106:9952:25033 2:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:1108:22207:16377 2:N:0:2 (reversed)"
,start,"32,435","32,435",1,reverse,M01342:73:000000000-AAFA1:1:1101:13804:12519 1:N:0:2
,start,"32,438","32,438",1,reverse,M01342:73:000000000-AAFA1:1:2105:4867:10509 1:N:0:2
,start,"32,439","32,439",1,forward,M01342:73:000000000-AAFA1:1:1101:8256:17592 2:N:0:2 (reversed)
,start,"32,447","32,447",1,reverse,M01342:73:000000000-AAFA1:1:1108:21930:10799 2:N:0:2
,start,"32,447","32,447",1,forward,"M01342:73:000000000-AAFA1:1:1107:11931:11173 1:N:0:2, M01342:73:000000000-AAFA1:1:2104:19718:15196 1:N:0:2"
,start,"32,451","32,451",1,reverse,"M01342:73:000000000-AAFA1:1:1102:18264:24708 2:N:0:2, M01342:73:000000000-AAFA1:1:1110:21278:10036 2:N:0:2 (reversed)"
,start,"32,451","32,451",1,forward,M01342:73:000000000-AAFA1:1:2101:21269:26793 2:N:0:2
,start,"32,455","32,455",1,reverse,"M01342:73:000000000-AAFA1:1:1110:17247:17541 1:N:0:2, M01342:73:000000000-AAFA1:1:2106:17127:20504 2:N:0:2"
,start,"32,459","32,459",1,forward,"M01342:73:000000000-AAFA1:1:2106:26612:13735 1:N:0:2, M01342:73:000000000-AAFA1:1:2112:12473:14264 1:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:2113:8949:8249 1:N:0:2"
,start,"32,462","32,462",1,forward,M01342:73:000000000-AAFA1:1:1103:27489:17077 2:N:0:2
,start,"32,474","32,474",1,forward,M01342:73:000000000-AAFA1:1:2110:9658:19078 1:N:0:2
,start,"32,476","32,476",1,forward,M01342:73:000000000-AAFA1:1:1109:8467:17875 1:N:0:2
,start,"32,478","32,478",1,reverse,"M01342:73:000000000-AAFA1:1:1104:19188:11752 2:N:0:2, M01342:73:000000000-AAFA1:1:2112:16976:21267 2:N:0:2"
,start,"32,478","32,478",1,forward,"M01342:73:000000000-AAFA1:1:1106:14887:9563 1:N:0:2, M01342:73:000000000-AAFA1:1:2114:24832:13837 2:N:0:2"
,start,"32,481","32,481",1,forward,M01342:73:000000000-AAFA1:1:1112:13182:13681 2:N:0:2
,start,"32,482","32,482",1,reverse,"M01342:73:000000000-AAFA1:1:1107:7147:12544 1:N:0:2, M01342:73:000000000-AAFA1:1:1114:22677:14346 2:N:0:2, M01342:73:000000000-AAFA1:1:2104:18010:13208 1:N:0:2"
,start,"32,485","32,485",1,reverse,M01342:73:000000000-AAFA1:1:2104:10377:24804 1:N:0:2
,start,"32,487","32,487",1,forward,M01342:73:000000000-AAFA1:1:1111:17354:14127 1:N:0:2
,start,"32,494","32,494",1,forward,M01342:73:000000000-AAFA1:1:2106:24281:13609 1:N:0:2
,start,"32,496","32,496",1,reverse,M01342:73:000000000-AAFA1:1:2112:10888:18785 2:N:0:2
,start,"32,497","32,497",1,reverse,M01342:73:000000000-AAFA1:1:1111:11513:15271 1:N:0:2
,start,"32,499","32,499",1,reverse,M01342:73:000000000-AAFA1:1:2108:20196:18852 1:N:0:2
,start,"32,499","32,499",1,forward,M01342:73:000000000-AAFA1:1:2108:27299:22543 1:N:0:2
,start,"32,500","32,500",1,reverse,M01342:73:000000000-AAFA1:1:2107:18692:9298 2:N:0:2
,start,"32,501","32,501",1,forward,M01342:73:000000000-AAFA1:1:2106:8417:22526 2:N:0:2
,start,"32,503","32,503",1,reverse,M01342:73:000000000-AAFA1:1:1110:25757:22230 1:N:0:2 (reversed)
,start,"32,504","32,504",1,forward,"M01342:73:000000000-AAFA1:1:1105:24270:7418 2:N:0:2, M01342:73:000000000-AAFA1:1:2105:27721:14703 1:N:0:2, M01342:73:000000000-AAFA1:1:2109:22311:23255 1:N:0:2"
,start,"32,508","32,508",1,reverse,M01342:73:000000000-AAFA1:1:1108:21537:15652 2:N:0:2
,start,"32,508","32,508",1,forward,"M01342:73:000000000-AAFA1:1:2103:26950:9419 2:N:0:2, M01342:73:000000000-AAFA1:1:2110:25613:11076 2:N:0:2 (reversed)"
,start,"32,518","32,518",1,forward,"M01342:73:000000000-AAFA1:1:1103:15059:12216 2:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:1110:12218:15695 1:N:0:2 (reversed)"
,start,"32,519","32,519",1,reverse,M01342:73:000000000-AAFA1:1:1111:17628:4982 1:N:0:2
,start,"32,520","32,520",1,forward,M01342:73:000000000-AAFA1:1:2106:20015:4602 1:N:0:2 (reversed)
,start,"32,532","32,532",1,forward,M01342:73:000000000-AAFA1:1:1109:12499:10408 1:N:0:2 (reversed)
,start,"32,543","32,543",1,forward,M01342:73:000000000-AAFA1:1:2112:15229:17132 2:N:0:2 (reversed)
,start,"32,551","32,551",1,reverse,M01342:73:000000000-AAFA1:1:2108:4934:7974 1:N:0:2
,start,"32,552","32,552",1,forward,M01342:73:000000000-AAFA1:1:2104:11302:21787 2:N:0:2 (reversed)
,start,"32,555","32,555",1,reverse,M01342:73:000000000-AAFA1:1:1114:22821:15810 2:N:0:2
,start,"32,561","32,561",1,forward,M01342:73:000000000-AAFA1:1:1105:12403:20913 1:N:0:2 (reversed)
,start,"32,564","32,564",1,forward,"M01342:73:000000000-AAFA1:1:1103:9458:27560 1:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:1109:27014:15129 2:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:1111:5337:23219 2:N:0:2, M01342:73:000000000-AAFA1:1:2101:16309:10158 2:N:0:2 (reversed)"
,start,"32,568","32,568",1,reverse,"M01342:73:000000000-AAFA1:1:1104:10781:22889 1:N:0:2, M01342:73:000000000-AAFA1:1:2111:17785:7303 1:N:0:2, M01342:73:000000000-AAFA1:1:2111:23673:12712 2:N:0:2"
,start,"32,572","32,572",1,reverse,M01342:73:000000000-AAFA1:1:1105:21715:5131 1:N:0:2
,start,"32,572","32,572",1,forward,M01342:73:000000000-AAFA1:1:1106:26382:8312 2:N:0:2 (reversed)
,start,"32,573","32,573",1,forward,M01342:73:000000000-AAFA1:1:1110:15496:6693 1:N:0:2
,start,"32,576","32,576",1,forward,M01342:73:000000000-AAFA1:1:2104:3612:9172 1:N:0:2 (reversed)
,start,"32,579","32,579",1,forward,M01342:73:000000000-AAFA1:1:1104:4845:7087 2:N:0:2 (reversed)
,start,"32,586","32,586",1,forward,M01342:73:000000000-AAFA1:1:1106:2988:12196 1:N:0:2 (reversed)
,start,"32,588","32,588",1,reverse,M01342:73:000000000-AAFA1:1:1114:21889:16220 1:N:0:2
,start,"32,589","32,589",1,reverse,M01342:73:000000000-AAFA1:1:1110:12136:28620 1:N:0:2
,start,"32,596","32,596",1,reverse,M01342:73:000000000-AAFA1:1:2101:23736:16425 1:N:0:2
,start,"32,596","32,596",1,forward,M01342:73:000000000-AAFA1:1:1102:26304:7584 1:N:0:2 (reversed)
,start,"32,600","32,600",1,forward,M01342:73:000000000-AAFA1:1:2109:19096:21871 1:N:0:2 (reversed)
,start,"32,601","32,601",1,forward,M01342:73:000000000-AAFA1:1:2112:12662:28141 2:N:0:2 (reversed)
,start,"32,616","32,616",1,reverse,M01342:73:000000000-AAFA1:1:1111:17826:5485 2:N:0:2 (reversed)
,start,"32,622","32,622",1,forward,"M01342:73:000000000-AAFA1:1:1109:16985:9091 1:N:0:2, M01342:73:000000000-AAFA1:1:2107:20880:25071 1:N:0:2 (reversed)"
,start,"32,624","32,624",1,forward,"M01342:73:000000000-AAFA1:1:1107:14698:4967 1:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:1113:13966:4632 2:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:2106:10863:17164 1:N:0:2 (reversed)"
,start,"32,626","32,626",1,forward,M01342:73:000000000-AAFA1:1:1104:15147:4286 1:N:0:2 (reversed)
,start,"32,630","32,630",1,reverse,M01342:73:000000000-AAFA1:1:2107:9436:18007 2:N:0:2
,start,"32,631","32,631",1,forward,M01342:73:000000000-AAFA1:1:1109:18284:8716 1:N:0:2 (reversed)
,start,"32,635","32,635",1,reverse,M01342:73:000000000-AAFA1:1:2105:13466:15195 2:N:0:2
,start,"32,644","32,644",1,forward,"M01342:73:000000000-AAFA1:1:1114:10817:8740 2:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:2105:10028:15753 1:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:2112:17374:10935 2:N:0:2 (reversed)"
,start,"32,647","32,647",1,forward,M01342:73:000000000-AAFA1:1:1113:17102:26166 2:N:0:2 (reversed)
,start,"32,648","32,648",1,reverse,"M01342:73:000000000-AAFA1:1:1107:8898:5054 1:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:1108:10857:25367 2:N:0:2, M01342:73:000000000-AAFA1:1:2108:17927:19728 2:N:0:2"
,start,"32,658","32,658",1,reverse,"M01342:73:000000000-AAFA1:1:1103:25051:8045 2:N:0:2, M01342:73:000000000-AAFA1:1:2104:28017:14518 2:N:0:2 (reversed)"
,start,"32,660","32,660",1,forward,M01342:73:000000000-AAFA1:1:1110:8128:21944 1:N:0:2 (reversed)
,start,"32,665","32,665",1,forward,"M01342:73:000000000-AAFA1:1:1101:2553:16870 2:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:1104:11281:3306 2:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:2106:18661:19866 2:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:2113:17223:26339 2:N:0:2 (reversed)"
,start,"32,666","32,666",1,forward,M01342:73:000000000-AAFA1:1:1101:12912:2134 1:N:0:2 (reversed)
,start,"32,668","32,668",1,forward,"M01342:73:000000000-AAFA1:1:1101:15894:6290 2:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:2106:11076:4490 2:N:0:2 (reversed)"
,start,"32,669","32,669",1,reverse,M01342:73:000000000-AAFA1:1:1104:7182:12595 1:N:0:2
,start,"32,671","32,671",1,forward,"M01342:73:000000000-AAFA1:1:1104:5923:19967 1:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:1108:10201:6128 1:N:0:2, M01342:73:000000000-AAFA1:1:1113:27651:16457 2:N:0:2"
,start,"32,672","32,672",1,reverse,M01342:73:000000000-AAFA1:1:1105:8491:3721 2:N:0:2
,start,"32,675","32,675",1,forward,"M01342:73:000000000-AAFA1:1:1114:16968:14191 2:N:0:2, M01342:73:000000000-AAFA1:1:2104:7790:14912 2:N:0:2"
,start,"32,678","32,678",1,forward,"M01342:73:000000000-AAFA1:1:2103:8691:9633 2:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:2103:8725:15438 2:N:0:2 (reversed)"
,start,"32,680","32,680",1,forward,M01342:73:000000000-AAFA1:1:2110:22335:11097 2:N:0:2
,start,"32,682","32,682",1,reverse,M01342:73:000000000-AAFA1:1:2105:26734:16857 1:N:0:2
,start,"32,682","32,682",1,forward,M01342:73:000000000-AAFA1:1:1110:4524:17215 1:N:0:2 (reversed)
,start,"32,683","32,683",1,forward,"M01342:73:000000000-AAFA1:1:1109:1901:13580 2:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:2104:10998:16602 1:N:0:2 (reversed)"
,start,"32,685","32,685",1,forward,M01342:73:000000000-AAFA1:1:2110:12077:17393 1:N:0:2 (reversed)
,start,"32,686","32,686",1,reverse,M01342:73:000000000-AAFA1:1:2105:11259:18691 2:N:0:2
,start,"32,691","32,691",1,reverse,"M01342:73:000000000-AAFA1:1:1101:18928:10021 2:N:0:2, M01342:73:000000000-AAFA1:1:2108:22264:3952 2:N:0:2"
,start,"32,693","32,693",1,forward,M01342:73:000000000-AAFA1:1:1110:16825:21909 1:N:0:2 (reversed)
,start,"32,697","32,697",1,forward,M01342:73:000000000-AAFA1:1:2113:17220:22310 2:N:0:2 (reversed)
,start,"32,700","32,700",1,forward,M01342:73:000000000-AAFA1:1:2112:22570:14599 1:N:0:2
,start,"32,701","32,701",1,forward,M01342:73:000000000-AAFA1:1:1108:25236:20204 1:N:0:2
,start,"32,702","32,702",1,reverse,M01342:73:000000000-AAFA1:1:2113:23698:5329 1:N:0:2 (reversed)
,start,"32,704","32,704",1,reverse,M01342:73:000000000-AAFA1:1:2113:9581:4045 2:N:0:2
,start,"32,705","32,705",1,reverse,M01342:73:000000000-AAFA1:1:1114:14836:7408 2:N:0:2 (reversed)
,start,"32,709","32,709",1,forward,M01342:73:000000000-AAFA1:1:1112:16211:15007 1:N:0:2 (reversed)
,start,"32,714","32,714",1,forward,M01342:73:000000000-AAFA1:1:1102:19911:14250 1:N:0:2 (reversed)
,start,"32,718","32,718",1,reverse,M01342:73:000000000-AAFA1:1:1114:5697:19739 2:N:0:2
,start,"32,718","32,718",1,forward,M01342:73:000000000-AAFA1:1:2114:12616:12640 2:N:0:2
,start,"32,723","32,723",1,reverse,M01342:73:000000000-AAFA1:1:2101:8320:9570 1:N:0:2
,start,"32,723","32,723",1,forward,"M01342:73:000000000-AAFA1:1:1102:8537:24172 2:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:1107:14316:26755 1:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:2105:3365:15997 2:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:2106:12301:15490 2:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:2110:17849:19632 2:N:0:2 (reversed)"
